order_id,user_id,product_id,Category,order_date,quantity,Isvalid,Signup_date,Days_since_signup,User_segment,Cohort,months_since_signup,cohort_month,activity_month,price,day_of_week,hour_of_day,order_month,total_orders,first_order,last_order,active_days,avg_gap,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment,cohort_index
O008362,U04365,P0018,Unknown,03-01-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-01,276.92,2,0,2024-01,1,03-01-2024,03-01-2024,0,,363,1,276.92,2,1,2,212,Other,
O004360,U03968,P0018,Unknown,18-12-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-12,276.92,2,0,2024-12,1,18-12-2024,18-12-2024,0,,13,1,276.92,3,1,2,312,Recent but Low Value,
O004571,U05453,P0018,Unknown,03-11-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-11,276.92,4,0,2023-11,1,03-11-2023,03-11-2023,0,,424,1,276.92,2,1,2,212,Other,
O001529,U01743,P0018,Unknown,22-07-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-07,276.92,5,0,2023-07,1,22-07-2023,22-07-2023,0,,528,1,276.92,1,1,2,112,Other,
O005869,U04304,P0018,Unknown,04-01-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-01,276.92,2,0,2023-01,1,04-01-2023,04-01-2023,0,,727,1,276.92,1,1,2,112,Other,
O008044,U03250,P0019,Unknown,10-01-2024,1,Invalid,15-11-2024,Invalid,Invalid,Nov-24,#NUM!,2024-11,2024-01,243.15,2,0,2024-01,1,10-01-2024,10-01-2024,0,,356,1,243.15,2,1,2,212,Other,0
O011212,U02643,P0019,Unknown,08-06-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-06,243.15,3,0,2023-06,1,08-06-2023,08-06-2023,0,,572,1,243.15,1,1,2,112,Other,
O008050,U04496,P0019,Unknown,02-01-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-01,243.15,1,0,2024-01,3,08-05-2023,02-12-2024,574,287,29,3,861.14,3,1,3,313,Recent but Low Value,
O000601,U01414,P0019,Unknown,18-11-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-11,243.15,5,0,2023-11,1,18-11-2023,18-11-2023,0,,409,1,243.15,2,1,2,212,Other,
O000136,U00141,P0019,Unknown,04-11-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-11,243.15,5,0,2023-11,1,04-11-2023,04-11-2023,0,,423,1,243.15,2,1,2,212,Other,
O000680,U04155,P0019,Unknown,10-08-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-08,243.15,5,0,2024-08,1,10-08-2024,10-08-2024,0,,143,1,243.15,3,1,2,312,Recent but Low Value,
O004091,U00210,P0019,Unknown,05-02-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-02,243.15,6,0,2023-02,1,05-02-2023,05-02-2023,0,,695,1,243.15,1,1,2,112,Other,
O011550,U03896,P0019,Unknown,14-11-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-11,243.15,3,0,2024-11,1,14-11-2024,14-11-2024,0,,47,1,243.15,3,1,2,312,Recent but Low Value,
O001508,U01855,P0019,Unknown,29-06-2024,1,Valid,01-04-2023,542,CHURNED,Jan-23,17,2023-04,2024-06,243.15,5,0,2024-06,3,28-10-2023,29-06-2024,245,122.5,185,3,665.06,3,1,3,313,Recent but Low Value,14
O007392,U04958,P0019,Unknown,20-03-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-03,243.15,0,0,2023-03,1,20-03-2023,20-03-2023,0,,652,1,243.15,1,1,2,112,Other,
O004951,U04540,P0019,Unknown,06-01-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-01,243.15,4,0,2023-01,2,06-01-2023,14-10-2024,647,647,78,2,698.9,3,1,3,313,Recent but Low Value,
O011081,U01447,P0020,Unknown,26-12-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-12,94.38,3,0,2024-12,1,26-12-2024,26-12-2024,0,,5,1,94.38,3,1,1,311,Recent but Low Value,
O002756,U04185,P0020,Unknown,03-06-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-06,94.38,0,0,2024-06,1,03-06-2024,03-06-2024,0,,211,1,94.38,3,1,1,311,Recent but Low Value,
O009947,U03918,P0020,Unknown,27-06-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-06,94.38,1,0,2023-06,1,27-06-2023,27-06-2023,0,,553,1,94.38,1,1,1,111,Inactive,
O001140,U02347,P0020,Unknown,17-06-2024,1,Valid,20-04-2023,424,CHURNED,Apr-23,13,2023-04,2024-06,94.38,0,0,2024-06,1,17-06-2024,17-06-2024,0,,197,1,94.38,3,1,1,311,Recent but Low Value,14
O003515,U05218,P0020,Unknown,11-10-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-10,94.38,4,0,2024-10,1,11-10-2024,11-10-2024,0,,81,1,94.38,3,1,1,311,Recent but Low Value,
O006819,U01696,P0020,Unknown,23-12-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-12,94.38,5,0,2023-12,1,23-12-2023,23-12-2023,0,,374,1,94.38,2,1,1,211,Other,
O003105,U01099,P0020,Unknown,04-04-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-04,94.38,3,0,2024-04,1,04-04-2024,04-04-2024,0,,271,1,94.38,2,1,1,211,Other,
O011822,U02719,P0020,Unknown,08-01-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-01,94.38,6,0,2023-01,1,08-01-2023,08-01-2023,0,,723,1,94.38,1,1,1,111,Inactive,
O006438,U03429,P0020,Unknown,06-01-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-01,94.38,5,0,2024-01,1,06-01-2024,06-01-2024,0,,360,1,94.38,2,1,1,211,Other,
O001404,U04235,P0020,Unknown,13-09-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-09,94.38,2,0,2023-09,1,13-09-2023,13-09-2023,0,,475,1,94.38,1,1,1,111,Inactive,
O003803,U01611,P0020,Unknown,30-05-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-05,94.38,3,0,2024-05,2,20-03-2024,30-05-2024,71,71,215,2,491.82,3,1,3,313,Recent but Low Value,
O009404,U02203,P0020,Unknown,19-12-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-12,94.38,1,0,2023-12,1,19-12-2023,19-12-2023,0,,378,1,94.38,2,1,1,211,Other,
O002881,U03508,P0020,Unknown,01-09-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-09,94.38,6,0,2024-09,1,01-09-2024,01-09-2024,0,,121,1,94.38,3,1,1,311,Recent but Low Value,
O002901,U03788,P0020,Home,02-07-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-07,94.38,6,0,2023-07,2,02-07-2023,30-12-2024,547,547,1,2,265.01,3,1,2,312,Recent but Low Value,
O007486,U03601,P0020,Home,25-01-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-01,94.38,3,0,2024-01,1,25-01-2024,25-01-2024,0,,341,1,94.38,2,1,1,211,Other,
O009615,U02012,P0020,Home,21-03-2023,1,Invalid,27-01-2024,Invalid,Invalid,Jan-24,#NUM!,2024-01,2023-03,94.38,1,0,2023-03,2,21-03-2023,30-07-2024,497,497,154,2,220.09,3,1,2,312,Recent but Low Value,0
O011966,U00961,P0020,Home,12-06-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-06,94.38,2,0,2024-06,1,12-06-2024,12-06-2024,0,,202,1,94.38,3,1,1,311,Recent but Low Value,
O000306,U00008,P0020,Home,06-12-2023,1,Valid,14-07-2023,145,DORMANT,Jul-23,4,2023-07,2023-12,94.38,2,0,2023-12,1,06-12-2023,06-12-2023,0,,391,1,94.38,2,1,1,211,Other,5
O000040,U05448,P0021,Home,05-07-2023,1,Invalid,12-09-2023,Invalid,Invalid,Dec-23,#NUM!,2023-09,2023-07,455.75,2,0,2023-07,2,05-07-2023,07-10-2024,460,460,85,2,620.25,3,1,3,313,Recent but Low Value,0
O010404,U05231,P0021,Home,20-08-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-08,455.75,6,0,2023-08,1,20-08-2023,20-08-2023,0,,499,1,455.75,1,1,3,113,High Spender,
O009256,U00066,P0021,Home,11-09-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-09,455.75,0,0,2023-09,1,11-09-2023,11-09-2023,0,,477,1,455.75,1,1,3,113,High Spender,
O006619,U00714,P0021,Home,21-04-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-04,455.75,4,0,2023-04,2,21-04-2023,16-02-2024,301,301,319,2,773.03,2,1,3,213,High Spender,
O009323,U03903,P0021,Home,03-06-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-06,455.75,5,0,2023-06,2,26-03-2023,03-06-2023,69,69,577,2,620.82,1,1,3,113,High Spender,
O005210,U05003,P0021,Home,07-09-2024,1,Valid,17-01-2024,234,DORMANT,Jan-24,7,2024-01,2024-09,455.75,5,0,2024-09,1,07-09-2024,07-09-2024,0,,115,1,455.75,3,1,3,313,Recent but Low Value,8
O011145,U04293,P0021,Home,12-01-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-01,455.75,3,0,2023-01,1,12-01-2023,12-01-2023,0,,719,1,455.75,1,1,3,113,High Spender,
O004504,U00800,P0021,Home,30-10-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-10,455.75,0,0,2023-10,1,30-10-2023,30-10-2023,0,,428,1,455.75,2,1,3,213,High Spender,
O010111,U01182,P0021,Home,03-03-2023,1,Invalid,23-04-2024,Invalid,Invalid,Apr-24,#NUM!,2024-04,2023-03,455.75,4,0,2023-03,1,03-03-2023,03-03-2023,0,,669,1,455.75,1,1,3,113,High Spender,0
O005440,U03835,P0021,Unknown,24-03-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-03,455.75,6,0,2024-03,2,03-11-2023,24-03-2024,142,142,282,2,549.46,2,1,3,213,High Spender,
O009243,U04112,P0021,Unknown,31-01-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-01,455.75,2,0,2024-01,1,31-01-2024,31-01-2024,0,,335,1,455.75,2,1,3,213,High Spender,
O005593,U02158,P0021,Unknown,26-02-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-02,455.75,0,0,2024-02,2,26-02-2024,21-06-2024,116,116,193,2,858.81,3,1,3,313,Recent but Low Value,
O004008,U03385,P0021,Unknown,24-07-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-07,455.75,2,0,2024-07,1,24-07-2024,24-07-2024,0,,160,1,455.75,3,1,3,313,Recent but Low Value,
O004221,U03498,P0021,Unknown,27-01-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-01,455.75,5,0,2024-01,1,27-01-2024,27-01-2024,0,,339,1,455.75,2,1,3,213,High Spender,
O000083,U04540,P0021,Unknown,14-10-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-10,455.75,0,0,2024-10,2,06-01-2023,14-10-2024,647,647,78,2,698.9,3,1,3,313,Recent but Low Value,
O002225,U05322,P0021,Unknown,19-08-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-08,455.75,0,0,2024-08,2,07-03-2023,19-08-2024,531,531,134,2,847.68,3,1,3,313,Recent but Low Value,
O001684,U02978,P0021,Unknown,09-06-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-06,455.75,6,0,2024-06,1,09-06-2024,09-06-2024,0,,205,1,455.75,3,1,3,313,Recent but Low Value,
O000971,U03664,P0021,Unknown,08-08-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-08,455.75,1,0,2023-08,1,08-08-2023,08-08-2023,0,,511,1,455.75,1,1,3,113,High Spender,
O003331,U04135,P0021,Unknown,17-01-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-01,455.75,1,0,2023-01,2,17-01-2023,14-11-2023,301,301,413,2,647.85,2,1,3,213,High Spender,
O002684,U03940,P0022,Unknown,13-06-2023,1,Invalid,25-03-2024,Invalid,Invalid,Mar-24,#NUM!,2024-03,2023-06,118.2,1,0,2023-06,1,13-06-2023,13-06-2023,0,,567,1,118.2,1,1,1,111,Inactive,0
O007381,U02407,P0022,Unknown,29-09-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-09,118.2,4,0,2023-09,2,01-09-2023,29-09-2023,28,28,459,2,379.14,2,1,3,213,High Spender,
O011213,U03715,P0022,Unknown,27-12-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-12,118.2,2,0,2023-12,2,27-12-2023,04-12-2024,343,343,27,2,368.5,3,1,3,313,Recent but Low Value,
O009921,U00528,P0022,Unknown,24-01-2023,1,Invalid,02-01-2023,Invalid,Invalid,Feb-23,#NUM!,2023-01,2023-01,118.2,1,0,2023-01,1,24-01-2023,24-01-2023,0,,707,1,118.2,1,1,1,111,Inactive,0
O000022,U04097,P0022,Unknown,08-02-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-02,118.2,3,0,2024-02,2,08-02-2024,26-11-2024,292,292,35,2,288.79,3,1,2,312,Recent but Low Value,
O001245,U05490,P0022,Unknown,24-03-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-03,118.2,6,0,2024-03,1,24-03-2024,24-03-2024,0,,282,1,118.2,2,1,1,211,Other,
O010058,U04399,P0022,Unknown,10-02-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-02,118.2,4,0,2023-02,1,10-02-2023,10-02-2023,0,,690,1,118.2,1,1,1,111,Inactive,
O001048,U02814,P0022,Unknown,13-09-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-09,118.2,4,0,2024-09,1,13-09-2024,13-09-2024,0,,109,1,118.2,3,1,1,311,Recent but Low Value,
O006388,U04942,P0022,Unknown,20-08-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-08,118.2,1,0,2024-08,1,20-08-2024,20-08-2024,0,,133,1,118.2,3,1,1,311,Recent but Low Value,
O000578,U05034,P0022,Unknown,30-05-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-05,118.2,3,0,2024-05,1,30-05-2024,30-05-2024,0,,215,1,118.2,3,1,1,311,Recent but Low Value,
O008665,U05403,P0022,Unknown,06-02-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-02,118.2,0,0,2023-02,1,06-02-2023,06-02-2023,0,,694,1,118.2,1,1,1,111,Inactive,
O003782,U01207,P0022,Home,18-04-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-04,118.2,1,0,2023-04,1,18-04-2023,18-04-2023,0,,623,1,118.2,1,1,1,111,Inactive,
O000241,U04080,P0022,Home,20-10-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-10,118.2,4,0,2023-10,1,20-10-2023,20-10-2023,0,,438,1,118.2,2,1,1,211,Other,
O000784,U03608,P0022,Home,27-01-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-01,118.2,4,0,2023-01,1,27-01-2023,27-01-2023,0,,704,1,118.2,1,1,1,111,Inactive,
O000968,U00189,P0023,Home,18-07-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-07,5.39,1,0,2023-07,1,18-07-2023,18-07-2023,0,,532,1,5.39,1,1,1,111,Inactive,
O003853,U01405,P0023,Home,01-04-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-04,5.39,5,0,2023-04,1,01-04-2023,01-04-2023,0,,640,1,5.39,1,1,1,111,Inactive,
O008358,U04380,P0023,Home,05-04-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-04,5.39,4,0,2024-04,1,05-04-2024,05-04-2024,0,,270,1,5.39,2,1,1,211,Other,
O009467,U03832,P0023,Home,21-10-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-10,5.39,0,0,2024-10,1,21-10-2024,21-10-2024,0,,71,1,5.39,3,1,1,311,Recent but Low Value,
O000403,U02619,P0023,Home,26-07-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-07,5.39,4,0,2024-07,1,26-07-2024,26-07-2024,0,,158,1,5.39,3,1,1,311,Recent but Low Value,
O010315,U04358,P0023,Home,18-02-2024,1,Valid,14-01-2023,400,CHURNED,Jan-23,13,2023-01,2024-02,5.39,6,0,2024-02,3,22-09-2023,08-03-2024,168,84,298,3,643.29,2,1,3,213,High Spender,13
O000024,U03784,P0023,Home,08-09-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-09,5.39,4,0,2023-09,1,08-09-2023,08-09-2023,0,,480,1,5.39,1,1,1,111,Inactive,
O002236,U01285,P0023,Home,17-07-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-07,5.39,2,0,2024-07,1,17-07-2024,17-07-2024,0,,167,1,5.39,3,1,1,311,Recent but Low Value,
O008866,U02852,P0023,Home,25-10-2024,1,Valid,14-11-2023,346,DORMANT,Nov-23,11,2023-11,2024-10,5.39,4,0,2024-10,2,20-02-2024,25-10-2024,248,248,67,2,135.47,3,1,2,312,Recent but Low Value,11
O008649,U01543,P0023,Home,16-12-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-12,5.39,5,0,2023-12,1,16-12-2023,16-12-2023,0,,381,1,5.39,2,1,1,211,Other,
O000859,U00659,P0023,Home,30-11-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-11,5.39,5,0,2024-11,1,30-11-2024,30-11-2024,0,,31,1,5.39,3,1,1,311,Recent but Low Value,
O002079,U04869,P0023,gadgets,28-07-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-07,5.39,4,0,2023-07,2,08-06-2023,28-07-2023,50,50,522,2,174.07,1,1,2,112,Other,
O000055,U02174,P0023,gadgets,14-03-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-03,5.39,1,0,2023-03,1,14-03-2023,14-03-2023,0,,658,1,5.39,1,1,1,111,Inactive,
O005684,U01593,P0023,gadgets,23-12-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-12,5.39,5,0,2023-12,1,23-12-2023,23-12-2023,0,,374,1,5.39,2,1,1,211,Other,
O008046,U02546,P0023,gadgets,22-03-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-03,5.39,2,0,2023-03,1,22-03-2023,22-03-2023,0,,650,1,5.39,1,1,1,111,Inactive,
O002669,U00438,P0023,gadgets,03-07-2023,1,Valid,24-03-2023,101,DORMANT,Mar-23,3,2023-03,2023-07,5.39,0,0,2023-07,1,03-07-2023,03-07-2023,0,,547,1,5.39,1,1,1,111,Inactive,4
O004824,U02105,P0023,gadgets,13-08-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-08,5.39,6,0,2023-08,1,13-08-2023,13-08-2023,0,,506,1,5.39,1,1,1,111,Inactive,
O002798,U00201,P0023,gadgets,13-01-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-01,5.39,5,0,2024-01,1,13-01-2024,13-01-2024,0,,353,1,5.39,2,1,1,211,Other,
O009435,U02582,P0023,gadgets,16-01-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-01,5.39,0,0,2023-01,1,16-01-2023,16-01-2023,0,,715,1,5.39,1,1,1,111,Inactive,
O010118,U03769,P0023,gadgets,22-12-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-12,5.39,4,0,2023-12,1,22-12-2023,22-12-2023,0,,375,1,5.39,2,1,1,211,Other,
O011821,U01097,P0023,gadgets,30-07-2024,1,Valid,25-10-2023,279,DORMANT,Oct-23,9,2023-10,2024-07,5.39,1,0,2024-07,1,30-07-2024,30-07-2024,0,,154,1,5.39,3,1,1,311,Recent but Low Value,9
O009086,U04225,P0024,gadgets,27-05-2023,1,Invalid,06-04-2024,Invalid,Invalid,Jun-24,#NUM!,2024-04,2023-05,237.07,5,0,2023-05,1,27-05-2023,27-05-2023,0,,584,1,237.07,1,1,2,112,Other,0
O002788,U04756,P0024,Beauty,29-05-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-05,237.07,2,0,2024-05,1,29-05-2024,29-05-2024,0,,216,1,237.07,3,1,2,312,Recent but Low Value,
O002577,U04608,P0024,Beauty,17-06-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-06,237.07,0,0,2024-06,1,17-06-2024,17-06-2024,0,,197,1,237.07,3,1,2,312,Recent but Low Value,
O010441,U02542,P0024,Beauty,16-11-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-11,237.07,5,0,2024-11,1,16-11-2024,16-11-2024,0,,45,1,237.07,3,1,2,312,Recent but Low Value,
O006900,U03269,P0024,Beauty,07-10-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-10,237.07,0,0,2024-10,1,07-10-2024,07-10-2024,0,,85,1,237.07,3,1,2,312,Recent but Low Value,
O005769,U04626,P0024,Beauty,29-09-2024,1,Invalid,30-10-2024,Invalid,Invalid,Oct-24,#NUM!,2024-10,2024-09,237.07,6,0,2024-09,1,29-09-2024,29-09-2024,0,,93,1,237.07,3,1,2,312,Recent but Low Value,0
O007475,U04205,P0024,Beauty,27-08-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-08,237.07,6,0,2023-08,1,27-08-2023,27-08-2023,0,,492,1,237.07,1,1,2,112,Other,
O001683,U02720,P0024,Beauty,19-01-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-01,237.07,3,0,2023-01,1,19-01-2023,19-01-2023,0,,712,1,237.07,1,1,2,112,Other,
O010830,U04375,P0024,Beauty,21-05-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-05,237.07,1,0,2024-05,1,21-05-2024,21-05-2024,0,,224,1,237.07,3,1,2,312,Recent but Low Value,
O004978,U02161,P0024,Beauty,29-11-2024,1,Valid,19-11-2024,10,NEW,Nov-24,0,2024-11,2024-11,237.07,4,0,2024-11,1,29-11-2024,29-11-2024,0,,32,1,237.07,3,1,2,312,Recent but Low Value,0
O002800,U00642,P0024,Beauty,14-01-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-01,237.07,6,0,2024-01,2,21-05-2023,14-01-2024,238,238,352,2,362.78,2,1,3,213,High Spender,
O010551,U04975,P0024,Beauty,29-04-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-04,237.07,5,0,2023-04,2,29-04-2023,01-11-2024,552,552,60,2,345.17,3,1,3,313,Recent but Low Value,
O005120,U01909,P0024,Beauty,09-08-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-08,237.07,4,0,2024-08,1,09-08-2024,09-08-2024,0,,144,1,237.07,3,1,2,312,Recent but Low Value,
O011923,U03097,P0024,Beauty,07-03-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-03,237.07,1,0,2023-03,1,07-03-2023,07-03-2023,0,,665,1,237.07,1,1,2,112,Other,
O000728,U00119,P0025,Beauty,26-10-2024,1,Valid,06-05-2023,509,CHURNED,Jun-23,16,2023-05,2024-10,124.39,5,0,2024-10,1,26-10-2024,26-10-2024,0,,66,1,124.39,3,1,1,311,Recent but Low Value,17
O008252,U02143,P0025,Beauty,07-10-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-10,124.39,5,0,2023-10,1,07-10-2023,07-10-2023,0,,451,1,124.39,2,1,1,211,Other,
O002499,U01218,P0025,Beauty,13-03-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-03,124.39,2,0,2024-03,1,13-03-2024,13-03-2024,0,,293,1,124.39,2,1,1,211,Other,
O002528,U01052,P0025,Beauty,07-05-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-05,124.39,1,0,2024-05,1,07-05-2024,07-05-2024,0,,238,1,124.39,2,1,1,211,Other,
O002218,U03870,P0025,Beauty,16-12-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-12,124.39,5,0,2023-12,2,16-12-2023,02-04-2024,108,108,273,2,554.26,2,1,3,213,High Spender,
O001924,U00896,P0025,Beauty,03-04-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-04,124.39,0,0,2023-04,1,03-04-2023,03-04-2023,0,,638,1,124.39,1,1,1,111,Inactive,
O009532,U02971,P0025,Beauty,05-04-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-04,124.39,4,0,2024-04,1,05-04-2024,05-04-2024,0,,270,1,124.39,2,1,1,211,Other,
O011586,U03270,P0025,Beauty,17-01-2023,1,Invalid,28-02-2024,Invalid,Invalid,Feb-24,#NUM!,2024-02,2023-01,124.39,1,0,2023-01,1,17-01-2023,17-01-2023,0,,714,1,124.39,1,1,1,111,Inactive,0
O011840,U00725,P0025,Beauty,24-06-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-06,124.39,5,0,2023-06,1,24-06-2023,24-06-2023,0,,556,1,124.39,1,1,1,111,Inactive,
O008175,U00023,P0025,Beauty,21-04-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-04,124.39,6,0,2024-04,1,21-04-2024,21-04-2024,0,,254,1,124.39,2,1,1,211,Other,
O009884,U04735,P0025,gadgets,05-03-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-03,124.39,1,0,2024-03,1,05-03-2024,05-03-2024,0,,301,1,124.39,2,1,1,211,Other,
O005636,U05220,P0026,gadgets,06-07-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-07,120.55,3,0,2023-07,1,06-07-2023,06-07-2023,0,,544,1,120.55,1,1,1,111,Inactive,
O010512,U00491,P0026,gadgets,29-07-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-07,120.55,0,0,2024-07,2,10-08-2023,29-07-2024,354,354,155,2,285.05,3,1,2,312,Recent but Low Value,
O007159,U02370,P0026,gadgets,17-10-2024,1,Valid,18-06-2024,121,DORMANT,Jun-24,3,2024-06,2024-10,120.55,3,0,2024-10,1,17-10-2024,17-10-2024,0,,75,1,120.55,3,1,1,311,Recent but Low Value,4
O011431,U02381,P0026,gadgets,08-12-2023,1,Valid,21-05-2023,201,DORMANT,May-23,6,2023-05,2023-12,120.55,4,0,2023-12,1,08-12-2023,08-12-2023,0,,389,1,120.55,2,1,1,211,Other,7
O007797,U05186,P0026,gadgets,03-09-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-09,120.55,6,0,2023-09,1,03-09-2023,03-09-2023,0,,485,1,120.55,1,1,1,111,Inactive,
O004066,U04499,P0026,gadgets,11-06-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-06,120.55,6,0,2023-06,1,11-06-2023,11-06-2023,0,,569,1,120.55,1,1,1,111,Inactive,
O004073,U05248,P0026,gadgets,22-12-2023,1,Invalid,25-12-2024,Invalid,Invalid,Dec-24,#NUM!,2024-12,2023-12,120.55,4,0,2023-12,1,22-12-2023,22-12-2023,0,,375,1,120.55,2,1,1,211,Other,0
O007161,U04644,P0026,gadgets,29-08-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-08,120.55,1,0,2023-08,1,29-08-2023,29-08-2023,0,,490,1,120.55,1,1,1,111,Inactive,
